tweet,label
"MOMS - NO Dancing at the bus stop... you might embarrass your kid 😂😂#luckytohaveme\n#momonfire #giggles 
",3
"And all the bullshit in your live ends and nothing will bother you ever again #depression 
",0
"Listening to @user and watching the #eclipse at the dog park #bliss 
",0
"When coming up with banal text to add to things note that 'BE HAPPY' is a lot of god damn pressure!\n#depression #anxiety 
",0
"Great game of tennis this one 👌🏻👌🏻🎾 #nervous 
",2
"@user Was DonJr  target of #sting b/c #RobGoldstoneEmail has all conspiracy-crime elements? HRC knew b/c tied Trump2Russia by 6/16? 
",0
"Happy birthday annie!!!!!!!!!!hope you have the most #best #beautiful #blessed #brilliant #balsamic #bighearted #birthday ever @user 
",0
"@user Jalf of london has no internet tonight, what is going on?? #furious 
",0
"There is much in the world to make us #afraid. There is much more in our faith to make us #unafraid. 
",3
"Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired  
",3
"and fuck you if you get offended. I feel like 
",3
"@user Maybe this was a test... to see if 100% of readers need interpreters - apparently they do #offended #rude #disgusted 
",3
"I just burst into tears bc a friend told another friend he would help him studying, he was so kind and wtf is wrong with me 
",2
"I keep asking myself why I'm constantly drawing Teo w a frown but then I just remember what's going on and I immediately understand 
",0
"#Goals 'Too many of us are not living our dreams because we are living our #fears. ' --Les Brown #success 
",0
"we all think about it, some more than others \n\n#death #sad #depressed #suicide 
",3
"Unrelated: when I see the words crème fraîche, I think of that South Park episode of Randy's obsession with the Food Network. 😃 
",3
"@user @user 'I'm dismayed at the UK decision to pull out of the EU and I've urged May to rejoin' - EUropean leaders 😉 
",1
"who knew magnus bane with teary eyes and trembling lips would be my downfall 
",3
"Thing is ... It's hard to be sober 
",1
"What a tiring day 😧 
",3
"@user Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice 
",1
"@user The little details in life can build up to things that could affect you negatively and eventually make unhappy and lonely. 
",0
"@user @user @user @user I didn't say it because you left the party and game in a huff 
",1
"@user The Guptas is the middle man from hell. ..men with cigars sitting and plotting in the dark of night 
",2
"The best kind of self harm is through the mind #depression 
",2
"Remember when you were a kid and you flipped up the bottom of your shirt to make a pouch and put snacks in there?  #times  #snacks 
",0
"Thankful for...job, healthy, sober, happy as hell about things...still have a panic attacks every time I put my sunglasses on. 
",1
"Williams Lake on evacuation alert as fires rage near the city of 10,000+. Developments from overnight + forecast - 5am @user 
",1
"@user Wot an insult. 
",1
"Poetry of love ❤️ #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo 
",2
"@user It's grim 😝 
",2
"#Being a #terrible #mother makes me uncomfortable. 
",2
"“I am very sad and I feel more miserable than I can say, and I do not know how far I’ve come. I do not know what to do or what to think.” 
",1
"@user Happy man.  
",3
"@user Loving it! 😂 
",0
"gettin #offended is Lame 
",0
"May God grant us the ability to see His unfailing love fill the earth 🌏 #Psalm33:5 #awe 
",3
"@user 3. home alone 4. fast and furious 
",1
"@user @user With all the other stuff going on in houston #crime you spend your time bullying the homeless #wonderful 
",0
"Where did I go wrong?\nI lost a friend\nSomewhere along in the bitterness \n— 
",3
"#AmarnathTerrorAttack  Muslims are killing everywhere Syria Iraq Palestine Everyday beyond They say that Islam is terrorism shame on you 
",3
"@user @user So depressing.. started out so strong.. need to win some games and get back on track 
",1
"We lost: St. Louis, 2011 Week 10, 13-12 @user #satisfied #GoBrowns. :( 
",2
"@user Gliese 581d #smile 
",2
"@user Your parents should get you help not enable you &amp; you shouldn't drink when pregnant it can kill the baby! #horrid 
",1
"After all of the Disney animated films are remade in live action, will they just reanimate them again? 
",3
"1 Samuel 18:15\nAnd when #Saul saw that he had great #success, he stood in #fearful #awe of him. 
",3
"also, been kind of silent on s11 of the x-files because i am terrified that CC is going to screw it up! actually i know he will... #dreading 
",0
"So who actually leaked the info on jr. meeting with Russian lawyer?  Putin?  Was he angry w Trump? 
",2
"@user Oh for four years these  panelists were the lnp cheer squad hypocrites 
",3
"@user happy birthday mamon!!! 😄 
",0
"@user Hmm where is the outrage from the WH! Oh yeah, wrong nationality! 
",0
"Harden not your heart, as in the provocation, and as in the day of temptation in the wilderness: - Psalm 95:8 KJV 
",3
"Binge watching #revenge  im obsessed 🤓 
",2
"Everytime I see Kirks face I get angry #LHHReunion 
",0
"@user This is a deliberate act of provocation. AKP announcing their intention to abolish TSK, which has been their goal since day one. 
",1
"@user You bottled it and deleted the picture😩 #scared 🙈🙈 
",2
"@user #NCAA is after more money! @user should assign special committee to investigate regulations, policies and #bad practices #point (.) 
",1
"@user Looks beautiful 😘 
",3
"those who think poly is a stage whr u can relax abit, u're wrong. u're gonna b haunt by projects  and tutorials which is like tonnes ergh 
",2
"@user Thank you! My first solo run!  #excited #andnervous 
",3
"what does one do with all the bitterness + anger of lack of job security, esp. when one has no obvious manoeuvres to remedy the situation 
",0
"#ColorFabb #Ngen Worst filament for me :( Good finish but so fragile :'( cc @user  
",2
"#Two legged stool sample... #humor #serious #comedy 
",1
"this time i really can't articulate how i feel... i am rendered speechless. #disheartened 
",3
"@user It's #adorable #mnuchinwife thinks she's on a #government mission. #louiselinton 
",2
"She'll leave you with a smile 
",2
"- She was so #artistic, .. painting .. #smiles on every face but her own .. ■| 
",1
"Baywatch movie is so friggin #awesome #funny #delightful 
",2
"Heading to PNC today to get the ball going for my MA! #goingforit #nervous #excited 
",0
"This time tomorrow I'll be at the airport for the first trek of my journey to America 👀  #alone 
",2
"@user ha! no perception needed -- just facts. it's a bunch of dudes in suits trying to gobble up money while they're in power #shocking 
",1
"Caroline FFS shut this whinging ‘Last Word Tom’ up!! He is unlikeable &amp; a smartass! His biases R boring! @user @user  
",1
"I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight  as she was. These women need help #TeenMomOG 
",0
"Support your local #firefighters to help ensure they are able to carry out their job tonight without fear of attack or harassment. #nifrs 
",0
"@user @user @user @user @user Being #gay is not an #Whatsupwiththat #nike #adidas #??  
",1
"@user Probably, the way you converse...sounds funny, and I can't suppress a giggle. 😊 
",2
"@user 'call to action by TV host John Oliver, who urged viewers to leave comments expressing their displeasure at the FCC's policies. 
",1
"@user Hahaha @user almost fell off the sofa laughing at that point. The wee jump he did as if he was scared too 😭 
",1
"@user Truly dreadful 
",1
"@user thnx fan 😂 
",1
"Rage, rage against the dying of the light 
",0
"WTF is happening with @user sale website. Lost my order, other order is going to someone else with me paying #raging 
",2
"Free yourself from the poisonous and laborious burden of holding a grudge. @user #quote 
",1
"Vegas, you won.  
",0
"Chicks I don't even talk to look up to me. #flattered 
",1
"@user @user Did you see it?  It's literally all porn.  Does she really work for huff post? 
",3
"@user it's awful! 
",2
"@user Haha nightmare 
",1
"also had a dream i got to see my friend who's at basic rn and woke up super sad because i won't see her until next summer.. :( 
",2
"I think I have to finally admit that I need to see a dentist 😢 little bit toothache last night 😓 #fear #scared #phobia 
",3
"@user --been a damn sight better!' Grisk poked Grillby's chest, a low snarl leaving him. 
",2
"just watched @user on Love on @user #hilarious 
",3
"@user Happy #blissful birthday 
",2
"Hey @user #imwearingyourshirt today!! #humbleandkind  #awesomeness #timmcgraw #wqmx @user @user @user 
",1
"'The prayer of the feeblest saint is a terror to Satan.'\n(Oswald Chambers) 
",0
"“When the people fear the government there is tyranny, when the government fears the people there is liberty.”―Thomas Jefferson 
",3
"Internet 😠 Waiting 15 minutes for my Snapchat to update and it's only a fraction done. 
",2
"It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja 
",0
"@user Which are sensible terror attacks parnab da??? 
",2
"Before... I fear of not having you in my life... Now... I fear of letting you back into my life. #fears 
",1
"@user wait, I saw this tweet and thought he was joking... He was serious?? 😂😂😂 
",2
"@user @user @user I so love @user means @user very bright people 
",1
"Fucк me on KIK guys : hhorny18\n #dick #sex #womensbodies  #snapme #sexting #xxx 
",1
"Doug Beattie joked on twitter once upon a time about putting Afghan people in 'body bags'. Hard to take this outrage seriously @user 
",1
"45 admits that decisions are harder when you sit in the Oval Office.  #dumbasastick #terrifying 
",3
"*perusing the menu* I would like a green tea shake, please, with no whipped cream, but dusted with matcha. And perhaps a straw? 
",3
"When I watch sport at times Andy Murray/rugby, it would be best for me to go into a sound proof box. #animated 😂 😂 
",3
"Ten: Amazing the snap power @user gets off such a short back-swing! #threat @user Rd of 16 #ATP 🎾🎾 
",0
"let's do an action for #AmaranthYatra  Stand against this type of #shamless #activity give a one voice to against #terrorism #india 
",2
"@user No one is above the law, if there is suspicion that a soldier did something wrong, why shouldn't they be held accountable? 
",1
"Happy birthday @user i miss you tons + i'm so excited to be back in florida to hear all about Turkey + to have our 🌮dates!! 💛🎉 
",2
"@user @user We need to get you out of there and relocated to somewhere that isn't afraid of sunshine. 
",3
"i had to break it, the world is raging on 
",0
"@user Hats off your excellent Tetris like ability to pack 5000 passengers into a 2  carriage train on rush hour. #awkwardorgy #bitter 
",2
"Have to go to a occupational services place for a drug test. Yet they don't know what the heck is going on. Just great! #blah #😡 
",3
"@user Too true- my logic was blinded by outrage ...... 
",2
"Black people music always has that awful little tstsststsststss sound it really bothers me. 
",3
"@user @user @user Are u serious ?!?! Wow 😳 
",3
"Today I'm #grateful for\n\nMy car\nMy phone\nMy thumbs\nGoing on walks\n@Twitter \n\nWhat are you grateful for today? 
",1
"So it's a proper test match Day-2 now :) ttv' s team responds to yesterday's attack from #AIADMKMERGER team:) #entertaining to be honest 
",2
"@user @user I'm in tears. This is so heartbreaking 😭 
",3
"@user Know how much in movie sales now&amp; forever in the future that the actors &amp; singers talking their crap about Trump Americans lost? 
",3
"we mourn the death of our hopes today #james 
",2
"@user I wonder if she's married at all or frustrated 😠 with men she came across 
",3
"@user So funny!!!!!!!!! #lol   #clever 
",2
"@user Horrible CNN interview.  U can't talk urself out if a paper bag. U don't even buy the crap that was coming out of ur mouth. 👎 
",2
"Should I change my layout too? This one looks pretty depressed 😂 
",3
"@user Not just SATS. GCSE as well lost 5 marks because missed a coma, answer correct #annoyed 
",2
"@user It just reminds us of the 90s &amp; early 00s. 'I'll have a pinot grigio' still makes us shudder. 
",2
"I think I have anger issues 😐 
",0
"@user Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too... 
",1
"@user Anything to keep you from destroying this country you're #makingamericastupid #sad 
",0
"@user #crap sorry but doesn’t work 
",2
"all this anger is making me tored and there's literally no reason to stay up for this shitshow 
",0
"Feeling blind. New specs please? 😰 
",0
"@user I used the wrong fowl sorry I'm a #disappointment please #killme 
",2
"Even the devil was once an Angel. #TuesdayThoughts #change #think #devil #Angels #anxiety #WordsOfWisdom 
",2
"I definitely know my karaoke song now so hmu and it's by Britney shocking 
",1
"Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11 
",0
"Going to bed with dry and clean hair. #blessing 
",1
"@user @user @user @user @user Bitch played every role she ever did exactly the same.  #dull 
",1
"@user i did, i cried from laughter way too much HAHAHAHAHHAHAHAHAAHGAHAHA 😅😅 
",1
"Geraldo At Large is an effortless, intelligent entertainment, and a fabulous, fun-filled start to the hugely lucrative franchise. #PraiseFOX 
",3
"@user @user you mean the 🍊🤡 didn't tweet the correction...? #shocking 
",0
"mood: kinda bitter bc lee hi didn't appear in jaewon debut mv 
",3
"You can treat someone like a king, a queen, like they're the center of your universe and they will still shit on you lol\n\n#mood #pessimist 
",2
"Featuring grilled halibut with a lime basil crust and a yellow tomato and lobster coulis #yummy #seafood 
",1
"Bring back the scratch and sniff Avon books. Then yer da sells Avon wouldn't even be an insult 
",3
"The real question is why am I still up!? #cantsleep #restless 
",3
"'Pope fuming after police broke up drug-fuelled Vatican priest gay orgy' \nAts some headline 
",0
"I am furious. It is nearly 1pm and we still haven't signed another player. #getyourchequebookoutchairman 
",3
"I just #revenge killed a red ant for biting my son's finger. #iammommabearhearmeroar 🔪🐜🗡 
",1
"The person I love can irritate me the most I swear 
",0
"And this kind of thing happens bc certain ppl play victim bc of their gender which is horrid. Own up to your mistake and apologize for it. 
",1
"#worry leads to tension and pressure #prayer leads to peace 
",3
"I've been awake for 451 days 23 hours and I'm sleepy and tired #weary #raspberrypi #nodered #bot #iot #sunshinecoast 
",1
"@user I didn't. We all went out and got pissed down the local instead. 😄 
",1
"Not being able to jump on #mechwarrioronline is killing me . #awful #internet 
",0
"@user @user Goal posts moved out of America &amp; inching closer to #Russia #horrific. #treason 
",3
"Daughter, her husband and kids caught a boatload of red snapper &amp; mackerel off Port Aransas... we enjoyed the #fish feast #delicious 
",1
"Ang cute ni grim reaper omg 
",2
"I'm still feeling some type of way about Viserion. #GameOfThrones #crying #stresseating 
",2
"i leave in 3 days and just now remembered that my car has massaging seats :/ #crap 
",3
"We join our sister's in #SA as they mourn the death of a bright star #PrudenceMabele. RIP sis, till we meet again. #AfriFem 
",3
"I respect facebook and them killing Snapchat. If you can't buy em, beat em #fb  
",2
".@AlistairBurtUK states that DfiD is working hard to ensure Palestine isn't funding terrorism #FCOQs 
",2
"Just finished playing Mystic Messenger. And I didnt expect the amount of angst in it! 〒▽〒\n #mysticmessenger #feels  
",2
"@user what are the current statistics concerning 'backdoor abortions'. If alarming, what preemptive measures are in place? 
",1
"Did you know the #moon is 400 times smaller than the #sun? #eclipse  #amazing  #SolarEclipse2017 
",1
"bcuz of a photoshopped pic of chanbaek lea is gonna get kicked out of her house #tragic #heartbreaking 
",3
"@user Dont forget to eat you dinner nunna 😄 
",0
"@user This was one game I was looking forward too, server issues have spoiled the game, will not buy a CM game again  
",2
"Happy birthday🎉🎉❤️😘 @user I love and miss you bunches &amp; hope you have an amazing day beautiful!!🌞🌸💗💞 
",2
"I just remembered I made a presentation of the top 100 male idols out of anger after seeing that siwon was first 
",3
"nothing happened to make me sad but i almost burst into tears like 3 times today¿ 
",1
"I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless 
",2
"Think of the amount of hatred necessary to commit this type of crime-it should be a capital offense.No bail.Laws were meant to protect. 
",2
"@user @user You really need better source info and avoid the fake news, it has clouded even the obvious 
",0
"Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !❤ 
",1
"The courts are really going to frown upon #butheremails as a defense. #Trump has to be impeached. The rest of the Kremlin clan get a jury. 
",1
"@user @user Told you ! It's basically another iron man but a cheaper version 😂 
",1
"@user That brown waist coat was a NO 😂 
",2
"Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ... 
",2
"@user @user @user McNabb at times started out bad the defense made plays the offense found rhythm 
",2
"you take horrible dick pics @user 
",0
"@user I said that once and my pals ripped me a new arsehole 😊 
",2
"That person that #TalksTooMuch it becomes fucking #frustrating &amp; you get #mad but u have to pretend ur interested cos ur a nice person 
",2
"PUPPY FOR ADOPTIONS !!! Happy pics!! Please SHARE for exposure! Put out the word to good adopter prospects!... 
",1
"They've cleared the warehouse floor at work and there's sooo much beautiful smooth concrete 😭 
",0
"I'll control my #anger... if you can manage your #stupidity. #TeamFollowBack #相互フォロー #fact #figuremeout 
",3
"@user Thank you so much Promila aunty 😃 
",2
"@user Not good. Rats nest get rid of them before they chew your wiring $$$$. I also heard they hate the smell of pine sol. 
",2
"@user Inside job so modi can show more tantrums 
",0
"Ask yourself this:\nIf the algae appears to be gone, is it really?\nIs it worth the risk?\n #algae #water #toxic #threat #methane #cancer 
",0
"That morning when you get half-way to work and THEN realize the 4 year old is still in the back seat.  #backtrack 
",3
"@user A child breathing too heavily in china could infuriate you 
",1
"When you put vienesse whirls in the same tub as the horrid cherry Bakewell 😩😭😷 #grim 
",1
"Suicide Blast killed 11 people in Cameroon. #bomb #attack   #security #explosion 
",0
"Isis was not defeated in #Mosul. It just changed its address to #Libya.  #Egypt #Sinai 
",3
"@user This is the most fucking cursed FEHeroes unit I've ever had the displeasure of seeing 
",0
"One day someone will change ur perspective from bitter to sweet from broken to complete 
",3
"'I'm #angry so I'm going to make you #spend #money on #me.' - @ Me\n#PrimeDay 
",1
"@user Ur so flippin funny!!! I love it!!! #burning!!! 
",1
"And my mind and my soul. Who made him substitute for my brothers and near me for all the beautiful days and I found you lost and grabbed 
",3
"It's a #blessing to love it's a blessing to have someone to love 
",3
"another chunk of #antarctic the size of #wales broke off. The #glee of knowing humans deserve their #extinction. #climatechange 
",0
"and I don't want to spread it all over my twitter. It's my choice, but I, at least, needed to say this as I don't want to worry people. 
",2
"It's an #outrage that airports don't have smoking rooms in the departures area. 
",3
"@user I don't have a TV in my room 😟 
",3
"@user @user I never knew the situation was so dire! 
",3
"@user @user That's a fucking outrage. Yeah, the frowny-face rating doesn't exactly cover it. 
",1
"@user Everyone in the world uses the word #terror so it serves his own purpose, that's not only in the #GCC the case... 
",0
"KEEF\n \n #annoyed! cant make me bursting out it's not a fire tweet makes me and then blocking people in the joints is too 
",2
"@user Bholenath ne apna Gussa toh nikaalna hai. Either the government helps take out Terrorism and do HIS work, Or the wrath is on GOVT 
",2
"Summer Sale! BOGO 50% OFF everything in our retail showroom! Valid thru 7/15 mix &amp; match...equal or lesser value #BOGO #ragegrafix  
",0
"Well, my minds officially blown after that #GameOfThrones #GoT #GoTS7e6 #WhiteWalkers #crying 
",3
"Hmmmm. Seems we only had 14 punters vote in #S20Cup. 163 followers and only 14 punters at the track. #disappointing :( 
",3
"Real Q abt #DonaldTrumpJr mtg not being asked- did they show him proof of #trumpdossier &amp; threaten to blackmail #resistance #Putinspuppet 
",0
"@user stand up to #sexism - let people #die for lack of funds - but make sure you stand up against #sexism-are they #mad in #Ludlow 
",1
"Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad 
",1
"Yuko is best known for her cheery personality, dimply smile and prominent squirrel teeth. | She hates ballons. #OshimaYuko 
",2
"Well seeing the #Eclipse2017 was #amazing really cool even though it only lasted 2 mins 
",0
"A bitter woman says 'All men are the same'\n\nA wise woman decides to stop choosing the same kind of men. 
",1
"To go back in time to the 1st grade so you can walk up and shove your bully on the playground. Little asshole.\n#StupidReasonsToUseTimeTravel 
",0
"Depression sucks #getHelp   
",3
"That new Kask aero helmet is grim. Especially in yellow. Looks like a safety hard hat ... #TDF #healthandsafety 
",1
"I'm really upset that it's been 5 years and you still haven't followed me back 😩 @user why you do this to me solána?? 😭 
",1
"Not all people are #concern, some are just enjoying seeing people in #miserable. 
",1
"@user This pain is restless even if my eyes are closed. I wish I never had won the race as a sperm. 
",2
"Studio window open- terrible smell of cooking from somewhere  
",3
"@user I'd never leave the couch again! #excited and #weary ❤️ 
",1
"@user @user How does this sorry excuse\n for a human being George Soros get away with all his #hatred filled #riots #shameful 
",2
"@user #killerspresale - How is it fair that people have bought multiple tickets and are re-selling them at twice the price? #angry 
",0
"@user #shows how #irritated @user #brandkrk is #feeling for his #community #brothers! So #Helpless 🙈🙈🙈 #ShameOnBhakts 
",0
"The Audacity of Rampant Government!  #threaten 
",2
"You can't change who people are, but you can love them #sadly 
",3
"@user Ya one time I was like hey daddy queue up with me I can make you wild growth and he was like nice try lulu abuser 😞  
",3
"I am so freaking annoyed that he constantly feels the need to be a time in my life where I'd be happy with just one monitor on my PC 
",0
"@user Oh my lord no I just be letting him hit himself cause he throws himself on the floor and throw tantrums 🤦🏽‍♀️ 
",0
"Yay... a big shout out for my friend @user . Welcoming her back on twitter. She a terrific writer. Stay tuned for tweets. 
",0
"Longing to see Your face, Christ Jesus, I rejoice in the anticipation of Your coming again! 
",0
"@user @user Why is this even a thing? #lost 
",3
"Pretty upset with people bashing @user @user cast of 'the Know' catering to kids instead of gamers? lost respect.. 
",3
"I'm extra lazy today 😟 
",0
"@user Here we go can't wait to see how much shit she chats😴  
",2
"@user @user Is it about rabid penguins on a plane 
",2
"Hoping the Giant ice that broke off will cool the ocean and bring back the Great Barrier Reef #optimism #amirighttho #sigh 
",3
"3 hours of hell again. #anxiety. At this point I'm convinced I'll never get an on site job again or play keyboards live. 
",0
"@user There should need to take serious action over terrorism sir 
",3
"Boom pagod 😡 
",3
"@user @user Inexplicably well paid talking head who lectures in impenetrable consultu-speak #dire 
",0
"Have you ever just cried, because you were in the middle of some bomb rest and someone woke you up with an emergency. #sleep #cry #kms #dead 
",2
"I ain't had a gold heart on snap chat in so long. 😐 #depressing 
",2
"@user Im terrific thanks.\nI hope you managed to get even if it's just 40 winks of 😴. It was a crushing defeat. He was so dejected 
",2
"#broke #sadness who is ready to #donate 5$ for me via paypal ?\nSend it to info2drag@gmail.com\n#humans #help #helpmeout #helpme #donate 
",0
"God's help for Israel in Isaiah 41:10, is for u today. Don’t be afraid or discouraged, He's ur God who will strengthen, help &amp; hold u up. 
",2
"@user Oh definitely! I saw the snap and the colour looks great too. 
",0
"@user We took a trip to Ireland right before we bought our home.  No way I could do it now.  I dread taking 2 days off of work. 
",1
"This class makes me fucking angry! 
",1
"@user Delaney keeping up his awesome Manchester United transfer record...\n\n😂 
",1
"Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying 
",3
"@user Ngi y do u do this 2 me :-) iloveyou 😘 
",0
"@user But what will the old woman do now? #heartbreaking #layoffs 
",3
"@user my BF and I just rewatched the episode of #GravityFalls you were and he's fanboying  #YeahScience 
",3
"@user you are a joke bank. I despair at your complete lack of common sense. The UK however, gets it. WTF is wrong​ with you ? 
",2
"@user mornin sexy phantom crush hottie happy tremendous totally fun Tuesday love n hugs enjoy it xxoo love yas tons n bunches xxoo 
",3
"Does #fear of #Missions still have a hold on you? Are you so busy looking for opportunities you cannot see anything else? Matthew 10: 27-33 
",1
"@user You can't make this crap up. Therefore my 😐 response. 
",3
"Christian, Christ is your sacrifice that turns aside the justly deserved wrath of God &amp; justly satisfied Gods righteous demands. 
",2
"#jeremyvine take a slightly dull subject and makes it so tediously boring you actually want to rip your own throat out! 
",3
"A good head and a good heart are always a formidable combination. (Nelson Mandela) 
",2
"@user @user @user I believe ur mekka n madina also dikling which u kiss. A dark dirty one 
",3
"#TOKYO\nFear death as much as optimism. 
",1
"Dro and his teeth are still fine tho #insecure 
",3
"@user There is nothing comical or funny about corrupt officers and negotiating the rand amount for a bribe 😡 
",0
"@user money grabbing and RUBBISH customer service!!! Rapids shut but no reply to emails! #diabolical #CustomerService #crap 
",3
"big over sized clothes, hours of use for bad haircut, 😊 real big rage #🍑 
",2
"I want to be like Eunice. #relentless 
",2
"@user how could you put this show on air !! Disrespectful to so many mums and families 😡 
",1
"@user and @user are talking about #depression today! What's trending in your community? 
",2
"I keep getting so worried about the amount of plastic that gets thrown away atm as if I didn't panic enough about the environment already :) 
",1
"@user I'd just whip up a cake batter or cookies &amp; throw it in 😀 bakewell, frangipani is made with almonds 
",3
"@user @user Yes I also wrote to them cause my friend was getting nervous about it. Hope we get what we want &gt;&lt; 
",1
"Today's gloomy weather reminded me that winter is coming and then it'll be cold again for 7 months. #pessimist 
",2
"@user @user Rob is #bad 
",1
"I need a blue water trip lots of functions no dresses #panic 
",3
"It's taking apart my lawn! GET OFF MY LAWN!  
",3
"@user  'out of his motherfucking mind'.... don't think anyone could say it any better. #terrifying #biggestcrybabyinhistory 
",3
"Update. It's hot as shit and its fogging up my glasses. #pissed 
",2
"The moment I joined BTS, I was nervous &amp; felt lost. I still have those feelings but whenever I do, the people who bring me back are you guys 
",0
"Oh death, where is your sting? 
",1
"the teacher gave us assignment to write a letter on why we should bpe hired (hypothetically) and i'm having a mental breakdown &amp; anxiety 
",2
"They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos 
",1
"I hate getting woken up out my sleep 😡 
",3
"@user You really want Fabinho, lol 😃 
",1
"UPDATE: One person dead &amp; another in serious condition after home invasion in Flint. Incident happened in college cultural center area. 
",0
"@user Hey you lost your credibility (not that you had any) also we told you so #🤣 
",2
"Sweet merciful crap that was some bad singing at the #MLBAllStarGame tonight. Anthem and God Bless, both. #wrongnotes #outoftune  
",2
"We probably wouldn't #worry about what people think of us if we could know how seldom they do. 
",1
"@user @user You mean the President Protector? The rabid revolution sleeper agent gone rogue? 
",2
"@user first second on #WillTNT is music to my ears 😭❤️ #shaking #missedyou 
",1
"@user I skip anything below 718 score tbh. Finding other fully SI horse teams is fun though, I added a few through arena. 🤣 
",1
"see me #smiling at my #past like what was I thinking? \nFind #rest oh my #soul d #seas ń #storms still know HIS name. \n#JESUS\n#iLoveJesus 
",1
"i cant do this all alone 😟 
",3
"this year keeps getting more depressing and disappointing 
",2
"I was deeply struck with her very presence,expressions &amp; soul-penetrating performance.I was lost in her #bliss #NinnuKori  @user 
",3
"I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed 
",0
"'You dare threaten me, Thor, with so puny a weapon?' 
",2
"@user DO THE THING enrage all the people who cannot Do The Thing 
",2
"@user That rap reminds me of when the kids were small and they would prepare a performance #cute #crap 😂 
",0
"I thought he cried over some of his relative death or something but when i know the truth . I just wanna burst out 😂 
",2
"I hope you smiling and just laughing your soul out @user . I love you so much.. My Person\n                 😘😘😘😘\n                    😘😘😘😘 
",1
"The lecturer tonight had such a muppet frown it was great. 
",3
"@user omg why ☹ 
",3
"@user @user So much crow eating to come, crows may become an endangered species. #revenge 
",1
"@user @user Have you ever been to one of these things where someone wasn't unhappy? 
",1
"As horrid as it will be to see him move on, let's not rewrite history, he's been our best servant under Hughes, none have out shone him 
",3
"@user #strange but #amazing but I #love your #pictures 😍 
",3
"Wow, only 9 out of 60 pages left in my first full art book :O #amazing 
",3
"Im not naive not to notice the way you looked at me, your seductions and discreet moves but you scare me honey to tell you quite frankly. 
",0
"@user @user Yip. Coz he's a miserable huffy get 😊 
",2
"@user That actually was a solid insult. 
",2
"@user @user Trump is now fuming.  He feels the whole game may now be blown because of Jr's stupidity. 
",3
"No one wants the chubby, scarred toy. #hurting 
",1
"@user this is a fucking dreadful opinion 
",0
"When you are with your friend and you are still laughing 😂🙌🏻🔝💕 @user #FriendsForever #laugh #summer 
",3
"@user @user Billy Joel is in huge danger, he's so brave #inspiring 
",1
"Mothafuckas wanna adopt the dark, but I was born in it 
",3
"9. So to summarize... Aman, Norwood and Mitchell clearly lead the field in resources, though Mitchell's burn rate is alarming. 
",2
"I'm still bitter about the fact that I didn't get the Php 10/liter promo. 
",2
"@user Brilliant &amp; clever as always. #delight 
",2
"@user Let's see how many Republicans do more than feign outrage. 
",3
"When you get paid and you instantly start buying crap online that you don't need.. 
",1
"♪ Racing all around the seven seas\nChasing all the girls and making robberies\n'Causing panic everywhere they go\nParty-hardy on Titanic... ♪ 
",3
"#MTPDaily, @user that look you've been giving the camera, so, umm, #angry? #frightened? #terrified? #IFeelYourPain #NotmyPresident 
",0
"Shitty is the worst feeling ever #depressed #anxiety 
",0
"@user Humanist &amp; sailor!? 😂😂😂😂😂😂😂😂  You forgot to add big time loser! #arsehole 🇬🇧 
",2
"@user Wow you don't read mine? #offended 
",3
"@user mine says the same thing. No way my offense isnt a 99 lol..wtf 
",2
"I love watching the bats in the evenings over the vegetable garden. #bliss #happy #urbanfarm 
",0
"School duties. 😧 good night ppl 
",0
"@user 5000 likes. There are 300 million people in the U.S. Ha. You are Real popular 😅 
",3
"@user Thing is tho my pout was actually serious 
",3
"facts about all the horrific ways i could kill them if i were in fact those animals. 
",0
"A little positivity for a dreary Tuesday.  From my little jar of positivity now available in my #Etsy store #selfhelp #HandmadeHour #anxiety 
",2
"Man, don't believe the hype, this #DJKhaled comp is garbage. #sad #terrible #trumpofhiphop 
",1
"@user @user A few not many #giggles 
",1
"OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad 
",1
"@user karamadai ranganatha. Pallikondeeswarar shiva. Some more avl. Dont outrage without reason @user 
",0
"better care about yourself than about others because others wont care about you #lonely #sad #depressed 
",0
